label,weight,height
5570,94.0,60.0
5572,102.8,65.0
5573,151.4,68.0
5574,112.8,65.0
5575,124.0,65.0
5576,97.0,62.0
5577,78.6,59.0
5580,144.8,69.0
5581,118.6,66.0
5582,62.6,54.0
5584,85.6,61.0
5585,100.2,62.0
5587,91.8,60.0
5588,146.4,64.0
5589,159.8,65.0
5591,152.8,65.0
5592,107.0,61.0
5595,111.0,65.0
5596,139.0,64.0
5597,87.0,61.0
5598,74.0,57.0
5600,132.6,62.0
5601,78.2,59.0
5603,102.8,58.0
5604,126.6,62.0
5607,114.2,66.0
5608,125.8,65.0
5609,103.2,64.0
5610,108.6,64.0
5611,93.6,64.0
5612,95.8,60.0
5613,107.0,61.0
5616,92.4,61.0
5621,153.0,66.0
5622,92.4,60.0
5623,92.8,63.0
5624,93.2,62.0
5625,86.4,57.0
5626,93.2,57.0
5629,101.0,59.0
5630,97.6,61.0
5631,81.0,58.0
5632,111.4,66.0
5633,72.4,57.0
5634,89.6,60.0
5635,84.2,59.0
5636,80.2,57.0
5637,67.4,61.0
5639,81.4,61.0
5642,105.6,61.0
5644,81.2,60.0
5648,102.8,57.0
5649,121.6,64.0
5651,110.2,62.0
5653,135.6,62.0
5654,183.0,70.0
5655,114.8,66.0
5656,97.2,64.0
5658,131.2,66.0
5662,102.2,64.0
5663,121.2,64.0
5668,102.2,64.0
5669,177.2,63.0
5673,99.4,62.0
5676,104.8,66.0
5678,96.6,64.0
5679,113.6,55.0
5680,116.8,65.0
5681,144.0,61.0
5682,108.2,65.0
5687,90.6,61.0
5689,130.0,69.0
5690,89.2,60.0
5691,107.2,66.0
5693,95.2,62.0
5694,103.4,61.0
5695,134.2,70.0
5697,110.2,64.0
5698,118.6,68.0
5700,83.0,60.0
5701,128.2,68.0
5703,119.0,62.0
5704,78.4,57.0
5705,80.4,60.0
5706,102.8,62.0
5709,96.2,62.0
5710,77.2,56.0
5713,138.0,68.0
5715,128.4,62.0
5722,90.2,64.0
5724,71.8,56.0
5731,109.0,62.0
5732,93.8,62.0
5734,118.2,65.0
5736,77.8,59.0
5737,118.2,59.0
5738,105.4,62.0
5739,97.2,64.0
5740,137.6,65.0
5741,76.6,61.0
5742,92.2,60.0
5743,92.6,62.0
5744,101.4,60.0
5745,112.2,56.0
5747,101.6,59.0
5748,113.2,62.0
5749,86.6,64.0
5750,97.4,64.0
5751,92.4,59.0
5752,97.2,63.0
5753,91.6,63.0
5755,91.4,61.0
5756,139.4,66.0
5757,109.6,61.0
5758,81.0,60.0
5759,114.6,64.0
5760,96.8,62.0
5761,135.8,59.0
5762,86.0,56.0
5763,114.0,63.0
5764,193.0,65.0
5765,90.0,61.0
5766,101.4,62.0
5767,98.4,60.0
5768,96.6,61.0
5769,118.0,67.0
5770,76.6,62.0
5772,108.4,67.0
5773,96.8,63.0
5774,89.0,62.0
5775,184.8,66.0
5776,147.6,64.0
5779,126.6,64.0
5781,104.4,60.0
5783,113.2,65.0
5785,101.2,61.0
5786,84.2,58.0
5787,140.2,65.0
5792,88.8,59.0
5793,124.0,64.0
5794,86.2,63.0
5795,75.4,56.0
5796,79.2,60.0
5799,94.0,62.0
5800,98.8,62.0
5801,127.6,61.0
5802,144.0,62.0
5803,108.6,62.0
5805,141.4,66.0
5806,90.6,60.0
5808,162.0,68.0
5813,125.8,65.0
5814,142.0,63.0
5815,115.4,66.0
5816,110.6,63.0
5817,71.4,58.0
5818,107.6,62.0
5820,90.0,63.0
5821,113.6,63.0
5822,97.6,60.0
5823,90.0,62.0
5824,71.4,59.0
5825,87.4,62.0
5826,101.4,62.0
5828,127.0,64.0
5829,82.2,60.0
5832,129.6,64.0
5833,106.8,61.0
5834,88.4,62.0
5835,117.0,67.0
5836,118.0,66.0
5837,94.0,64.0
5838,95.4,63.0
5839,128.8,69.0
5840,130.8,66.0
5842,102.6,63.0
5843,112.8,61.0
5844,195.4,71.0
5845,98.8,63.0
5846,130.4,65.0
5847,125.8,66.0
5848,171.2,71.0
5850,108.2,64.0
5853,142.4,65.0
5854,104.2,63.0
5859,99.6,63.0
5860,93.0,61.0
5861,110.8,66.0
5863,96.8,60.0
5865,78.2,60.0
5866,78.2,60.0
5867,107.0,62.0
5873,112.6,64.0
5874,104.4,60.0
5876,141.0,64.0
5877,126.4,68.0
5879,150.2,67.0
5880,91.8,64.0
5883,101.4,60.0
5884,83.4,62.0
5885,79.2,58.0
5887,80.0,59.0
5888,78.8,57.0
5891,87.6,61.0
5892,106.6,64.0
5894,85.4,59.0
5895,108.6,64.0
5896,74.8,48.0
5897,106.0,64.0
5899,99.6,66.0
5900,85.2,64.0
5901,80.4,61.0
5902,114.8,65.0
5903,113.4,62.0
5904,100.8,66.0
5905,142.6,61.0
5906,162.8,70.0
5908,98.2,63.0
5909,80.2,61.0
5910,77.8,61.0
5911,82.4,58.0
5912,96.6,65.0
5914,72.2,57.0
5916,74.0,57.0
5917,93.2,60.0
5918,83.8,61.0
5919,87.4,61.0
5920,106.4,60.0
5922,88.2,63.0
5923,82.4,62.0
5924,87.6,61.0
5925,97.8,61.0
5926,82.8,59.0
5929,116.0,63.0
5932,115.0,66.0
5934,125.2,64.0
5935,77.2,58.0
5936,87.2,61.0
5937,127.2,64.0
5938,98.8,64.0
5940,101.4,63.0
5944,92.0,61.0
5948,91.2,62.0
5954,107.2,63.0
5955,79.2,60.0
5959,104.8,63.0
5962,103.0,62.0
5963,165.4,69.0
5964,103.4,62.0
5968,75.0,57.0
5969,111.4,64.0
5970,103.6,66.0
5972,103.0,63.0
5975,90.0,60.0
5977,127.8,63.0
5978,86.4,63.0
5982,132.8,69.0
5986,119.0,62.0
5991,93.8,60.0
5992,67.6,56.0
5993,98.6,66.0
5994,160.0,63.0
5995,80.2,61.0
5997,105.0,65.0
5998,90.6,61.0
6002,93.2,60.0
6003,102.6,67.0
6004,97.8,62.0
6005,117.2,65.0
6006,81.8,62.0
6007,92.2,61.0
6008,77.0,60.0
6009,62.4,55.0
6010,65.8,56.0
6011,97.2,62.0
6012,142.0,63.0
6013,137.6,65.0
6014,103.4,64.0
6015,99.6,64.0
6016,123.6,60.0
6017,120.6,62.0
6018,131.2,68.0
6019,78.4,55.0
6021,79.4,60.0
6022,144.0,68.0
6023,77.8,61.0
6024,105.6,61.0
6027,106.2,67.0
6029,123.2,66.0
6030,120.8,63.0
6031,82.8,60.0
6032,106.8,66.0
6034,65.2,58.0
6035,118.6,64.0
6036,143.4,63.0
6037,134.2,63.0
6038,76.0,58.0
6041,97.0,64.0
6042,107.2,63.0
6043,106.6,62.0
6044,81.8,57.0
6045,95.0,61.0
6046,124.8,69.0
6048,120.2,62.0
6049,93.8,63.0
6050,101.6,63.0
6051,108.4,63.0
6052,101.6,62.0
6053,127.2,63.0
6054,93.2,60.0
6055,92.0,62.0
6056,92.4,58.0
6057,138.2,64.0
6061,113.4,64.0
6062,93.4,62.0
6063,112.6,63.0
6064,101.8,57.0
6067,93.4,65.0
6068,102.2,64.0
6069,71.2,59.0
6070,112.2,62.0
6072,113.6,63.0
6074,106.0,65.0
6075,111.4,64.0
6076,114.8,60.0
6077,96.8,60.0
6078,101.4,62.0
6079,116.8,64.0
6080,98.6,63.0
6082,92.6,63.0
6083,91.2,63.0
6085,110.4,63.0
6087,71.2,57.0
6093,104.6,66.0
6094,117.0,57.0
6097,91.4,64.0
6099,157.6,66.0
6104,111.4,65.0
6105,94.0,64.0
6107,130.8,65.0
6108,129.2,66.0
6109,116.8,66.0
6110,137.0,69.0
6111,131.4,67.0
6112,128.8,66.0
6113,104.6,65.0
6114,102.6,63.0
6115,126.6,65.0
6116,134.8,69.0
6119,109.0,67.0
6121,146.8,64.0
6122,140.2,67.0
6123,102.2,61.0
6124,92.8,62.0
6125,100.8,63.0
6126,120.6,65.0
6127,211.4,72.0
6128,93.8,66.0
6130,133.6,63.0
6131,100.6,66.0
6132,115.0,65.0
6134,116.4,63.0
6135,135.8,67.0
6136,112.8,66.0
6137,115.6,67.0
6140,92.4,62.0
6141,114.8,69.0
6142,140.8,66.0
6143,101.6,63.0
6144,124.8,67.0
6145,95.0,63.0
6146,121.6,66.0
6148,122.8,68.0
6149,121.4,61.0
6150,123.6,62.0
6151,103.8,64.0
6153,83.0,59.0
6154,119.4,63.0
6160,86.6,61.0
6161,129.6,68.0
6162,121.2,67.0
6164,88.8,60.0
6165,91.2,62.0
6170,108.2,65.0
6173,141.4,64.0
6175,132.2,65.0
6176,106.8,66.0
6177,137.8,65.0
6178,93.0,60.0
6179,174.6,63.0
6180,115.0,64.0
6183,113.6,64.0
6188,92.2,63.0
6189,104.6,65.0
6190,158.4,68.0
6196,133.8,66.0
6197,82.0,63.0
6198,73.4,56.0
6199,102.8,64.0
6203,151.4,63.0
6209,130.8,63.0
6210,92.4,62.0
6211,105.2,64.0
6215,173.0,67.0
6218,132.8,63.0
6219,101.4,62.0
6223,114.8,63.0
6226,125.6,66.0
6227,112.2,65.0
6230,90.6,62.0
6231,115.0,58.0
6232,110.8,63.0
6234,90.4,62.0
6236,113.6,65.0
6238,99.2,63.0
6240,158.4,72.0
6241,106.8,65.0
6244,110.6,64.0
6245,90.0,60.0
6246,101.0,63.0
6249,129.0,64.0
6250,120.8,65.0
6251,100.6,60.0
6252,97.8,64.0
6253,112.4,66.0
6254,81.0,63.0
6256,145.0,68.0
6257,101.8,65.0
6263,104.2,63.0
6264,119.6,69.0
6266,83.4,58.0
6269,111.2,64.0
6270,124.8,68.0
6271,116.0,64.0
6274,125.0,70.0
6275,117.8,66.0
6276,100.0,62.0
6277,150.6,64.0
6278,127.6,71.0
6279,149.4,65.0
6282,125.0,64.0
6284,136.8,67.0
6285,104.2,68.0
6286,151.2,70.0
6287,141.8,71.0
6289,92.8,62.0
6291,108.0,62.0
6302,104.6,64.0
6304,121.2,65.0
6305,97.8,62.0
6306,83.8,61.0
6307,79.8,56.0
6308,110.2,70.0
6310,85.0,59.0
6311,93.8,61.0
6312,85.0,61.0
6313,77.0,59.0
6314,112.8,60.0
6316,116.8,63.0
6318,70.8,56.0
6319,105.8,60.0
6320,86.4,60.0
6322,66.4,53.0
6323,76.0,57.0
6325,65.0,55.0
6326,90.4,62.0
6327,99.0,61.0
6329,97.8,61.0
6330,75.2,61.0
6331,101.0,65.0
6332,72.2,58.0
6333,150.8,65.0
6334,85.8,58.0
6335,103.4,67.0
6336,69.2,54.0
6337,104.4,62.0
6338,88.4,58.0
6339,126.6,55.0
6340,99.8,56.0
6341,122.6,64.0
6342,114.4,58.0
6345,84.6,59.0
6346,109.8,60.0
6347,77.0,59.0
6349,75.6,58.0
6350,112.0,64.0
6351,90.2,60.0
6353,95.0,58.0
6354,78.6,58.0
6356,71.8,56.0
6357,108.8,62.0
6358,104.6,63.0
6360,63.2,57.0
6361,55.0,53.0
6362,89.8,61.0
6364,106.6,63.0
6367,83.2,59.0
6368,76.0,58.0
6369,76.8,58.0
6370,88.6,62.0
6374,57.0,54.0
6377,76.8,57.0
6378,91.0,63.0
6380,95.0,63.0
6384,125.0,58.0
6385,86.8,64.0
6391,73.8,57.0
6392,152.6,64.0
6395,75.6,57.0
6396,73.6,56.0
6397,98.4,63.0
6399,101.0,62.0
6401,115.6,61.0
6402,91.4,61.0
6403,91.2,59.0
6405,102.6,60.0
6406,72.0,57.0
6407,83.8,59.0
6408,94.2,62.0
6409,68.2,55.0
6411,81.0,58.0
6412,89.4,58.0
6413,97.0,62.0
6414,82.6,58.0
6415,104.4,64.0
6416,74.0,59.0
6419,86.8,57.0
6420,77.4,58.0
6422,92.6,59.0
6423,95.4,64.0
6424,97.4,61.0
6425,88.0,60.0
6426,128.2,59.0
6427,75.4,57.0
6428,92.8,62.0
6429,83.0,57.0
6430,76.4,57.0
6432,87.8,58.0
6433,115.0,59.0
6436,100.6,61.0
6438,87.0,61.0
6440,108.4,64.0
6441,116.6,61.0
6442,136.2,60.0
6443,105.8,63.0
6444,81.2,59.0
6445,89.0,63.0
6447,87.0,57.0
6448,92.6,59.0
6449,102.6,62.0
6450,91.8,56.0
6451,104.8,62.0
6452,129.6,58.0
6453,100.4,61.0
6454,86.2,59.0
6455,88.6,63.0
6456,72.8,55.0
6457,217.4,65.0
6458,86.4,56.0
6459,115.8,64.0
6461,78.0,58.0
6462,116.8,61.0
6463,98.2,62.0
6464,63.4,56.0
6465,85.4,61.0
6466,125.4,63.0
6467,102.6,67.0
6469,90.4,62.0
6470,88.6,58.0
6471,95.8,59.0
6473,96.4,63.0
6475,73.8,59.0
6478,89.6,61.0
6479,104.0,59.0
6480,80.0,59.0
6481,109.6,61.0
6484,70.4,56.0
6485,110.2,64.0
6486,149.6,61.0
6650,189.8,67.0
6651,156.4,62.0
6655,138.0,62.0
6656,165.4,64.0
6658,158.6,59.0
6664,122.0,64.0
6665,100.0,61.0
6666,158.4,70.0
6667,138.4,65.0
6668,143.2,64.0
6669,124.0,60.0
6670,176.6,62.0
6673,178.0,59.0
6675,129.0,58.0
6680,100.4,60.0
6681,132.8,60.0
6682,155.2,59.0
6683,198.0,69.0
6692,201.8,64.0
6695,157.0,68.0
6696,115.2,60.0
6698,107.0,64.0
6709,157.4,62.0
6710,159.6,65.0
6713,134.2,60.0
6714,164.6,63.0
6717,232.8,75.0
6721,140.8,63.0
6725,148.4,60.0
6728,182.0,65.0
6730,149.8,61.0
6732,152.0,68.0
6733,145.2,71.0
6734,127.8,64.0
6743,166.4,68.0
6744,163.0,62.0
6745,101.8,61.0
6749,145.0,62.0
6751,215.6,67.0
6752,147.0,82.0
6755,96.4,55.0
6757,173.8,57.0
6759,174.6,70.0
6760,193.0,67.0
6764,171.4,64.0
6775,195.6,65.0
6776,156.2,62.0
6779,192.4,64.0
6784,227.6,64.0
6785,202.6,69.0
6786,192.8,67.0
6793,137.6,63.0
6794,127.2,67.0
6795,136.2,63.0
6797,162.8,58.0
6798,125.2,61.0
6802,201.4,71.0
6803,164.0,65.0
6808,126.0,59.0
6813,169.8,71.0
6820,194.2,62.0
6821,144.4,61.0
6824,190.4,63.0
6825,140.6,62.0
6830,221.0,66.0
6831,183.6,66.0
6832,180.6,68.0
6836,148.0,58.0
6839,190.8,68.0
6845,171.6,60.0
6847,137.8,58.0
6850,151.0,65.0
6852,182.0,64.0
6857,184.0,72.0
7075,120.0,61.0
7076,142.0,70.0
7077,168.0,67.0
7081,152.0,65.0
7084,155.4,65.0
7086,220.0,64.0
7087,198.0,74.0
7088,220.0,70.0
7094,124.0,61.0
7100,93.4,62.0
7102,98.4,63.0
7103,103.8,61.0
7106,280.0,61.0
7108,140.0,66.0
7115,211.4,68.0
7116,119.0,64.0
7117,208.6,67.0
7121,182.4,67.0
7122,162.2,66.0
7123,145.6,62.0
7124,176.2,61.0
7126,160.0,64.0
7129,154.0,68.0
7130,164.2,69.0
7135,240.0,64.0
7136,240.0,65.0
7141,180.0,62.0
7142,147.0,62.0
7144,64.0,58.0
7145,71.2,57.0
7150,160.0,60.0
7168,240.2,62.0
7171,135.0,62.0
7174,223.0,65.0
7175,139.0,62.0
7177,167.4,67.0
7178,200.0,70.0
7180,211.6,72.0
7181,123.8,60.0
7182,137.0,63.0
7189,172.6,68.0
7193,152.4,64.0
7194,96.2,61.0
7199,140.2,64.0
7206,201.0,62.0
7208,174.8,67.0
7212,149.2,59.0
7213,208.2,66.0
7214,94.0,60.0
7215,179.4,58.0
7216,205.8,66.0
7217,181.2,61.0
7218,222.0,67.0
7221,174.2,66.0
7222,158.6,66.0
7228,112.6,63.0
7229,142.8,65.0
7233,168.8,66.0
7234,185.8,64.0
7240,177.0,71.0
6487,108.4,63.0
6488,170.6,68.0
6489,128.8,72.0
6490,95.4,63.0
6491,163.6,72.0
6492,166.0,64.0
6493,146.8,68.0
6494,105.8,64.0
6496,128.4,64.0
6497,73.2,57.0
6499,120.4,62.0
6500,128.8,58.0
6501,123.8,64.0
6502,124.4,65.0
6503,146.0,66.0
6504,86.6,60.0
6509,141.8,67.0
6516,117.8,62.0
6518,195.6,63.0
6519,111.8,63.0
6521,116.8,62.0
6523,122.8,66.0
6525,135.0,59.0
6530,142.0,66.0
6531,111.0,60.0
6532,96.4,64.0
6534,100.2,62.0
6538,79.6,60.0
6540,126.0,67.0
6541,115.6,64.0
6548,128.6,64.0
6550,134.2,67.0
6552,110.0,62.0
6553,129.0,63.0
6555,132.8,68.0
6556,120.2,61.0
6557,103.8,67.0
6558,94.8,62.0
6559,86.4,61.0
6562,103.8,61.0
6564,120.8,68.0
6565,240.4,75.0
6566,141.8,66.0
6567,205.6,72.0
6570,133.6,64.0
6573,94.8,63.0
6574,77.2,63.0
6575,123.4,67.0
6577,129.4,67.0
6578,104.4,62.0
6579,98.2,61.0
6580,90.6,63.0
6582,128.8,67.0
6584,141.6,67.0
6585,109.2,64.0
6586,97.0,61.0
6587,76.0,60.0
6588,99.8,60.0
6589,155.4,67.0
6590,140.2,65.0
6591,131.6,66.0
6592,152.6,70.0
6593,98.8,60.0
6596,93.2,63.0
6597,199.8,68.0
6598,71.4,60.0
6600,103.2,57.0
6601,163.0,66.0
6602,103.2,60.0
6603,98.6,62.0
6607,109.4,63.0
6609,132.4,65.0
6613,94.2,57.0
6614,106.8,65.0
6618,121.4,64.0
6619,84.8
6620,180.2,66.0
6625,110.6,67.0
6628,143.2,69.0
6629,144.2,69.0
6630,103.0,64.0
6631,137.8,70.0
6636,136.6,65.0
6637,97.8,61.0
6638,114.0,65.0
6639,187.6,70.0
6640,154.2,64.0
6642,75.6,59.0
6643,109.2,66.0
6644,74.8,57.0
6646,80.2,59.0
6649,125.0,69.0
6876,105.2,63.0
6877,124.4,62.0
6879,108.2,58.0
6883,123.6,65.0
6890,115.4,62.0
6896,132.0,62.0
6899,131.8,61.0
6903,108.2,58.0
6907,124.0,62.0
6911,156.2,66.0
6913,87.0,56.0
6915,122.4,62.0
6916,104.6,61.0
6918,130.6,59.0
6924,107.4,56.0
6928,112.6,61.0
6931,114.8,64.0
6935,140.4,60.0
6939,150.6,66.0
6940,107.2,59.0
6943,114.6,58.0
6945,138.0,64.0
6949,115.4,59.0
6955,154.4,60.0
6957,111.4,65.0
6959,123.4,63.0
6961,118.4,60.0
6967,125.0,59.0
6973,141.2,59.0
6974,159.0,63.0
6978,126.4,60.0
6979,138.6,62.0
6989,132.4,64.0
6995,136.0,59.0
6996,146.6,62.0
7001,101.6,62.0
7002,153.6,60.0
7007,136.2,63.0
7008,172.6,63.0
7010,45.4,48.0
7011,161.4,59.0
7013,100.6,63.0
7020,107.0,62.0
7021,111.8,58.0
7033,98.2,62.0
7034,134.0,57.0
7046,120.2,59.0
7047,130.4,60.0
7050,115.0,60.0
7051,133.4,60.0
7054,214.8,73.0
7063,123.8,63.0
7260,178.2,71.0
7261,212.6,66.0
7263,128.0,60.0
7265,60.4,50.0
7267,112.0,62.0
7269,105.4,58.0
7271,82.4,57.0
7275,104.0,63.0
7279,80.6,58.0
7280,235.2,71.0
7282,123.6,64.0
7284,104.6,59.0
7286,132.4,59.0
7291,71.6,55.0
7293,79.8,57.0
7297,155.4,68.0
7298,120.2,64.0
7300,52.6,47.0
7302,60.2,53.0
7313,108.0,62.0
7317,166.4,65.0
7319,81.0,59.0
7325,148.2,66.0
7326,179.6,66.0
7327,114.8,64.0
7333,100.2,64.0
7337,90.4,57.0
7338,123.0,60.0
7339,108.6,59.0
7340,173.2,62.0
7344,116.4,60.0
7347,56.4,51.0
7351,144.4,65.0
7353,153.0,67.0
7354,120.2,62.0
7355,144.8,64.0
7358,104.6,60.0
7359,58.0,52.0
7360,98.2,57.0
7364,121.8,63.0
7367,94.8,56.0
7368,118.8,61.0
7370,67.8,56.0
7371,214.8,63.0
7376,94.4,58.0
7377,141.2,66.0
7378,82.2,64.0
7380,114.0,60.0
7388,74.2,57.0
7390,125.0,65.0
7391,135.8,69.0
7397,63.4,55.0
7398,113.0,57.0
7402,79.6,57.0
7405,132.4,59.0
7406,235.8,69.0
7413,118.8,65.0
7414,100.0,61.0
7418,104.0,59.0
7420,95.8,60.0
7422,119.8,59.0
7424,233.8,72.0
7427,143.0,60.0
7428,143.6,64.0
7430,114.8,64.0
7434,143.6,69.0
7442,124.2,67.0
7443,134.6,64.0
7456,145.8,64.0
7463,77.0,58.0
7468,108.6,63.0
7469,51.4,50.0
7470,116.6,64.0
7471,140.4,61.0
7474,190.6,70.0
7475,50.0,48.0
7476,111.6,60.0
7477,87.8,63.0
7478,227.6,71.0
7488,166.2,60.0
7489,141.0,66.0
7492,93.8,62.0
7496,141.4,62.0
7497,137.4,62.0
7500,124.8,65.0
7503,130.4,61.0
7504,154.4,59.0
7515,62.0,55.0
7522,161.2,63.0
7523,83.0,60.0
7529,153.0,63.0
7532,142.6,60.0
7535,133.4,64.0
7536,96.8,63.0
7537,219.0,71.0
7540,84.8,57.0
7541,209.6,72.0
7542,115.6,60.0
7544,108.6,63.0
7545,195.2,66.0
7546,194.4,65.0
7548,108.2,55.0
7554,54.8,54.0
7555,165.4,66.0
7559,130.6,66.0
7565,71.8,56.0
7566,150.8,68.0
7569,134.2,68.0
7573,96.2,61.0
7574,183.8,64.0
7575,113.4,60.0
7576,152.0,70.0
7577,100.2,62.0
7578,150.6,69.0
7580,78.0,55.0
7583,53.2,49.0
7584,244.6,67.0
7588,146.2,65.0
7592,58.8,51.0
7593,68.2,54.0
7595,106.8,64.0
7596,74.2,58.0
7598,162.6,66.0
7599,92.0,54.0
7602,112.6,65.0
7606,92.6,61.0
7607,103.6,61.0
7608,73.4,51.0
7611,274.6,72.0
7612,137.4,67.0
7619,177.0,70.0
7620,113.0,65.0
7625,129.6,65.0
7635,59.6,53.0
7638,130.2,62.0
7644,126.4,65.0
7645,69.8,57.0
7646,131.0,64.0
7647,178.0,64.0
7654,88.8,61.0
7656,64.8,49.0
7657,76.2,58.0
7659,132.6,61.0
7661,62.0,53.0
7664,102.6,61.0
7668,122.8,65.0
7675,91.4,59.0
7677,90.4,61.0
7678,81.2,60.0
7684,148.8,66.0
7691,187.8,64.0
7693,146.8,66.0
7694,92.4,60.0
7697,83.8,57.0
7709,99.2,64.0
7716,230.2,70.0
7717,91.6,59.0
7722,113.0,61.0
7724,184.8,65.0
7725,188.6,59.0
7726,218.4,72.0
7727,120.2,67.0
7729,135.6,60.0
7733,161.4,72.0
7739,203.2,67.0
7740,102.2,62.0
7741,135.8,62.0
7747,81.6,58.0
7749,113.6,61.0
7751,176.6,62.0
7752,123.0,61.0
7757,155.0,68.0
7759,82.4,60.0
7763,160.8,66.0
7766,115.6,62.0
7767,132.8,68.0
7768,91.0,60.0
7771,142.8,60.0
7779,102.6,60.0
7788,132.2,66.0
7791,62.8,57.0
7795,70.4,56.0
7800,94.2,60.0
7802,161.2,67.0
7807,152.4,63.0
7809,136.6,62.0
7811,89.2,59.0
7812,141.8,64.0
7816,73.6,58.0
7818,189.2,64.0
7819,74.8,51.0
7823,186.8,68.0
7825,168.2,67.0
7829,94.4,58.0
7836,132.6,64.0
7838,137.0,66.0
7839,142.6,66.0
7840,98.0,63.0
7842,144.6,68.0
7843,168.8,67.0
7848,132.2,60.0
7849,116.8,70.0
7853,110.0,61.0
7854,58.6,52.0
7868,108.0,60.0
7873,194.6,65.0
7875,95.2,62.0
7876,87.8,60.0
7878,166.6,64.0
7882,70.6,59.0
7887,116.4,63.0
7888,124.2,70.0
7889,155.0,62.0
7890,128.0,66.0
7891,192.4,69.0
7894,82.2,58.0
7901,175.6,65.0
7910,92.6,63.0
7911,192.0,79.0
7920,154.0,65.0
7923,104.0,60.0
7933,102.6,59.0
7942,154.6,70.0
7943,45.2,46.0
7945,66.6,47.0
7950,170.0,66.0
7952,87.4,60.0
7960,51.8,49.0
7961,127.4,63.0
7970,119.4,58.0
7971,169.0,68.0
7978,114.4,58.0
7981,47.4,49.0
7984,154.4,64.0
7988,95.4,58.0
8279,105.2,61.0
8285,117.2,66.0
8287,127.8,64.0
8288,133.8,69.0
8293,98.2,65.0
8307,134.8,67.0
8308,166.4,72.0
8310,71.8,55.0
8313,104.4,63.0
8323,152.2,68.0
8324,112.4,62.0
8329,120.2,64.0
8331,114.8,63.0
8342,110.8,64.0
8348,97.6,61.5
8351,96.0,61.0
8353,163.2,63.0
8354,131.6,67.0
8357,159.0,65.0
8361,100.8,64.0
8362,109.6,62.5
8363,196.4,66.0
8366,93.2,66.0
8369,92.6,61.0
8370,94.6,60.0
8372,120.0,67.0
8373,123.4,66.5
8374,136.0,73.0
8375,124.6,63.0
8376,161.6,69.5
8378,82.0,59.0
8385,127.6,61.0
8387,95.2,62.0
8390,110.4,62.0
8392,77.4,56.5
8393,111.6,63.5
8394,121.2,63.0
8395,146.6,64.5
8396,95.8,61.0
8397,96.2,61.5
8398,147.8,66.0
8399,167.2,70.0
8400,107.2,62.0
8401,108.4,64.5
8402,89.4,59.5
8408,80.0,58.5
8415,81.4,58.5
8420,107.0,62.0
8421,137.0,68.0
8423,143.4,67.0
8432,118.4,65.5
8434,77.6,59.0
8435,135.4,66.0
8443,104.8,64.0
8447,129.4,63.0
8448,186.0,66.0
8452,105.2,62.5
8453,100.8,61.0
8455,80.4,58.5
8456,86.2,59.0
8458,98.8,59.0
8459,114.4,63.5
8463,109.0,66.0
8464,113.2,63.5
8465,165.2,62.0
8470,82.2,58.0
8471,141.2,66.0
8472,70.2,58.0
8475,121.8,64.5
8481,110.2,64.0
8482,94.0,63.5
8485,219.4,70.0
8486,103.8,59.5
8487,134.0,64.5
8496,108.0,66.0
8497,90.4,60.5
8500,136.8,67.5
8501,115.4,65.0
8503,120.0,64.0
8504,138.2,60.5
8505,167.0,67.0
8514,129.4,64.0
8517,112.8,60.0
8520,81.6,59.5
8523,97.8,62.5
8525,109.0,62.5
8526,110.2,66.0
8527,88.0,61.5
8529,97.0,65.0
8530,85.6,63.0
8531,123.4,62.5
8532,92.4,61.5
8534,161.8,73.0
8535,103.0,62.5
8538,105.2,65.0
8540,110.2,61.5
8542,82.4,62.5
8546,99.0,69.0
8547,109.6,63.5
8550,131.6,64.5
8551,109.2,61.0
8552,113.4,64.0
8555,82.4,58.0
8556,114.6,65.0
8557,129.6,63.0
8558,138.0,69.0
8559,115.2,63.0
8560,131.0,68.5
8561,111.8,62.0
8563,123.2,69.0
8565,108.6,63.0
8567,116.8,63.0
8569,78.8,60.5
8570,88.6,63.5
8573,151.6,60.0
8577,117.4,65.0
8579,87.6,62.0
8591,76.4,60.5
8592,136.4,65.0
8596,130.8,62.5
8599,161.2,68.0
8602,95.4,60.5
8604,95.4,59.0
8608,115.2,62.0
8609,99.4,62.0
8610,211.4,65.5
8611,112.8,61.5
8612,117.4,60.0
8613,111.0,66.0
8614,117.2,63.0
8617,110.4,67.5
8618,134.6,67.5
8619,180.4,71.0
8620,134.0,64.0
8621,117.4,63.5
8622,205.0,70.0
8623,93.2,57.0
8631,104.6,60.0
8634,132.0,62.0
8638,131.0,63.0
8640,68.8,58.5
8641,73.8,58.0
8642,108.6,60.5
8646,85.8,60.0
8648,82.6,63.0
8651,102.8,62.0
8652,91.6,58.0
8655,78.4,58.0
8656,152.4,66.0
8657,83.8,62.0
8658,98.6,64.0
8662,86.0,63.0
8663,95.6,59.0
8664,71.6,61.0
8666,92.4,63.0
8668,120.0,62.0
8671,91.0,62.0
8673,83.6,59.0
8677,97.8,63.0
8679,102.6,58.0
8680,79.0,59.0
8681,72.6,58.0
8683,80.0,59.0
8685,93.4,56.0
8687,106.0,64.0
8688,89.6,60.0
8689,104.2,58.0
8697,62.6,57.0
8712,114.8,64.0
8716,107.2,63.0
8718,100.0,61.5
8721,101.6,63.5
8723,80.2,58.0
8724,102.2,65.0
8726,77.4,57.5
8728,132.4,56.0
8729,97.0,63.0
8730,112.6,66.5
8731,98.4,65.0
8732,95.8,65.0
